"Activity" "Subject" "Measurement" "Value"
"laying" "10" "tBodyAcc-mean()-Z" -0.117168642362069
"sitting" "10" "tBodyAcc-mean()-Z" -0.104253238796296
"standing" "10" "tBodyAcc-mean()-Z" -0.107964083931818
"walking" "10" "tBodyAcc-mean()-Z" -0.109057512132075
"walking_downstairs" "10" "tBodyAcc-mean()-Z" -0.110848597247368
"walking_upstairs" "10" "tBodyAcc-mean()-Z" -0.118180420834043
"laying" "11" "tBodyAcc-mean()-Z" -0.108786578070175
"sitting" "11" "tBodyAcc-mean()-Z" -0.112840218339623
"standing" "11" "tBodyAcc-mean()-Z" -0.108686630425532
"walking" "11" "tBodyAcc-mean()-Z" -0.106096304033898
"walking_downstairs" "11" "tBodyAcc-mean()-Z" -0.111070149978261
"walking_upstairs" "11" "tBodyAcc-mean()-Z" -0.106797216481481
"laying" "12" "tBodyAcc-mean()-Z" -0.108160125666667
"sitting" "12" "tBodyAcc-mean()-Z" -0.106307228960784
"standing" "12" "tBodyAcc-mean()-Z" -0.105526999754098
"walking" "12" "tBodyAcc-mean()-Z" -0.10316110632
"walking_downstairs" "12" "tBodyAcc-mean()-Z" -0.10955593226087
"walking_upstairs" "12" "tBodyAcc-mean()-Z" -0.107339730115385
"laying" "13" "tBodyAcc-mean()-Z" -0.104331864532258
"sitting" "13" "tBodyAcc-mean()-Z" -0.0972465110836735
"standing" "13" "tBodyAcc-mean()-Z" -0.112124137754386
"walking" "13" "tBodyAcc-mean()-Z" -0.111431456192982
"walking_downstairs" "13" "tBodyAcc-mean()-Z" -0.101993941531915
"walking_upstairs" "13" "tBodyAcc-mean()-Z" -0.125767265890909
"laying" "14" "tBodyAcc-mean()-Z" -0.0868333315509804
"sitting" "14" "tBodyAcc-mean()-Z" -0.100401490425926
"standing" "14" "tBodyAcc-mean()-Z" -0.103817701790667
"walking" "14" "tBodyAcc-mean()-Z" -0.106756369135593
"walking_downstairs" "14" "tBodyAcc-mean()-Z" -0.0928330165533333
"walking_upstairs" "14" "tBodyAcc-mean()-Z" -0.112279688983333
"laying" "15" "tBodyAcc-mean()-Z" -0.118530240291667
"sitting" "15" "tBodyAcc-mean()-Z" -0.11366125320339
"standing" "15" "tBodyAcc-mean()-Z" -0.105910832679245
"walking" "15" "tBodyAcc-mean()-Z" -0.107621819518519
"walking_downstairs" "15" "tBodyAcc-mean()-Z" -0.110526066428571
"walking_upstairs" "15" "tBodyAcc-mean()-Z" -0.116952464895833
"laying" "16" "tBodyAcc-mean()-Z" -0.107310493242857
"sitting" "16" "tBodyAcc-mean()-Z" -0.0891404038405797
"standing" "16" "tBodyAcc-mean()-Z" -0.103657729076923
"walking" "16" "tBodyAcc-mean()-Z" -0.108804049803922
"walking_downstairs" "16" "tBodyAcc-mean()-Z" -0.119873705148936
"walking_upstairs" "16" "tBodyAcc-mean()-Z" -0.124074517745098
"laying" "17" "tBodyAcc-mean()-Z" -0.107006279704225
"sitting" "17" "tBodyAcc-mean()-Z" -0.11362408509375
"standing" "17" "tBodyAcc-mean()-Z" -0.111432145565
"walking" "17" "tBodyAcc-mean()-Z" -0.109792122032787
"walking_downstairs" "17" "tBodyAcc-mean()-Z" -0.0892432745173913
"walking_upstairs" "17" "tBodyAcc-mean()-Z" -0.121290442104167
"laying" "18" "tBodyAcc-mean()-Z" -0.107698927907692
"sitting" "18" "tBodyAcc-mean()-Z" -0.111904775824561
"standing" "18" "tBodyAcc-mean()-Z" -0.108453355945205
"walking" "18" "tBodyAcc-mean()-Z" -0.104218315464286
"walking_downstairs" "18" "tBodyAcc-mean()-Z" -0.1033908092
"walking_upstairs" "18" "tBodyAcc-mean()-Z" -0.112655891327586
"laying" "19" "tBodyAcc-mean()-Z" -0.10898146186747
"sitting" "19" "tBodyAcc-mean()-Z" -0.10870765430137
"standing" "19" "tBodyAcc-mean()-Z" -0.10904190460274
"walking" "19" "tBodyAcc-mean()-Z" -0.122736673192308
"walking_downstairs" "19" "tBodyAcc-mean()-Z" -0.133695240660974
"walking_upstairs" "19" "tBodyAcc-mean()-Z" -0.151054607725
"laying" "20" "tBodyAcc-mean()-Z" -0.104274322538235
"sitting" "20" "tBodyAcc-mean()-Z" -0.108369634515152
"standing" "20" "tBodyAcc-mean()-Z" -0.100402759931507
"walking" "20" "tBodyAcc-mean()-Z" -0.113539477098039
"walking_downstairs" "20" "tBodyAcc-mean()-Z" -0.104602925937778
"walking_upstairs" "20" "tBodyAcc-mean()-Z" -0.121023947784314
"laying" "21" "tBodyAcc-mean()-Z" -0.103253832233333
"sitting" "21" "tBodyAcc-mean()-Z" -0.112057887741176
"standing" "21" "tBodyAcc-mean()-Z" -0.110417855808989
"walking" "21" "tBodyAcc-mean()-Z" -0.104319332403846
"walking_downstairs" "21" "tBodyAcc-mean()-Z" -0.09816866218
"walking_upstairs" "21" "tBodyAcc-mean()-Z" -0.125414265340426
"laying" "22" "tBodyAcc-mean()-Z" -0.110800924652778
"sitting" "22" "tBodyAcc-mean()-Z" -0.105827369516129
"standing" "22" "tBodyAcc-mean()-Z" -0.104967423820635
"walking" "22" "tBodyAcc-mean()-Z" -0.107112510934783
"walking_downstairs" "22" "tBodyAcc-mean()-Z" -0.1074157796
"walking_upstairs" "22" "tBodyAcc-mean()-Z" -0.117550861738095
"laying" "23" "tBodyAcc-mean()-Z" -0.104256776291667
"sitting" "23" "tBodyAcc-mean()-Z" -0.103808679294118
"standing" "23" "tBodyAcc-mean()-Z" -0.1105970177575
"walking" "23" "tBodyAcc-mean()-Z" -0.113382994084746
"walking_downstairs" "23" "tBodyAcc-mean()-Z" -0.0988123712574074
"walking_upstairs" "23" "tBodyAcc-mean()-Z" -0.126890616782353
"laying" "24" "tBodyAcc-mean()-Z" -0.107236237236111
"sitting" "24" "tBodyAcc-mean()-Z" -0.103041061426471
"standing" "24" "tBodyAcc-mean()-Z" -0.108222553855072
"walking" "24" "tBodyAcc-mean()-Z" -0.110595952913793
"walking_downstairs" "24" "tBodyAcc-mean()-Z" -0.104818820272727
"walking_upstairs" "24" "tBodyAcc-mean()-Z" -0.114248610966102
"laying" "25" "tBodyAcc-mean()-Z" -0.100428830260274
"sitting" "25" "tBodyAcc-mean()-Z" -0.109160440476923
"standing" "25" "tBodyAcc-mean()-Z" -0.107352957594595
"walking" "25" "tBodyAcc-mean()-Z" -0.108737636297297
"walking_downstairs" "25" "tBodyAcc-mean()-Z" -0.107192376965517
"walking_upstairs" "25" "tBodyAcc-mean()-Z" -0.126210440292308
"laying" "26" "tBodyAcc-mean()-Z" -0.105002540289474
"sitting" "26" "tBodyAcc-mean()-Z" -0.0974448692333333
"standing" "26" "tBodyAcc-mean()-Z" -0.110237796416216
"walking" "26" "tBodyAcc-mean()-Z" -0.108927011474576
"walking_downstairs" "26" "tBodyAcc-mean()-Z" -0.1064396194
"walking_upstairs" "26" "tBodyAcc-mean()-Z" -0.121943461236364
"laying" "27" "tBodyAcc-mean()-Z" -0.107699732837838
"sitting" "27" "tBodyAcc-mean()-Z" -0.105521912588571
"standing" "27" "tBodyAcc-mean()-Z" -0.107835818025
"walking" "27" "tBodyAcc-mean()-Z" -0.112822289263158
"walking_downstairs" "27" "tBodyAcc-mean()-Z" -0.112837694688636
"walking_upstairs" "27" "tBodyAcc-mean()-Z" -0.123530438196078
"laying" "28" "tBodyAcc-mean()-Z" -0.1083448529625
"sitting" "28" "tBodyAcc-mean()-Z" -0.111517939555556
"standing" "28" "tBodyAcc-mean()-Z" -0.106579385202532
"walking" "28" "tBodyAcc-mean()-Z" -0.103714705396296
"walking_downstairs" "28" "tBodyAcc-mean()-Z" -0.10858897408913
"walking_upstairs" "28" "tBodyAcc-mean()-Z" -0.121514025692157
"laying" "29" "tBodyAcc-mean()-Z" -0.109462068173913
"sitting" "29" "tBodyAcc-mean()-Z" -0.1104118192
"standing" "29" "tBodyAcc-mean()-Z" -0.108659067476923
"walking" "29" "tBodyAcc-mean()-Z" -0.106632427301887
"walking_downstairs" "29" "tBodyAcc-mean()-Z" -0.0981339984895833
"walking_upstairs" "29" "tBodyAcc-mean()-Z" -0.118000587840816
"laying" "30" "tBodyAcc-mean()-Z" -0.1036581505
"sitting" "30" "tBodyAcc-mean()-Z" -0.099515446133871
"standing" "30" "tBodyAcc-mean()-Z" -0.108756209835593
"walking" "30" "tBodyAcc-mean()-Z" -0.0986247068969231
"walking_downstairs" "30" "tBodyAcc-mean()-Z" -0.0999781422322581
"walking_upstairs" "30" "tBodyAcc-mean()-Z" -0.124697493775385
"laying" "1" "tBodyAcc-std()-X" -0.9280564692
"sitting" "1" "tBodyAcc-std()-X" -0.977229008297872
"standing" "1" "tBodyAcc-std()-X" -0.995759901509434
"walking" "1" "tBodyAcc-std()-X" -0.283740258842105
"walking_downstairs" "1" "tBodyAcc-std()-X" 0.0300353383483878
"walking_upstairs" "1" "tBodyAcc-std()-X" -0.35470802509434
"laying" "2" "tBodyAcc-std()-X" -0.974059464791667
"sitting" "2" "tBodyAcc-std()-X" -0.986822279565217
"standing" "2" "tBodyAcc-std()-X" -0.987271889259259
"walking" "2" "tBodyAcc-std()-X" -0.423642838474576
"walking_downstairs" "2" "tBodyAcc-std()-X" 0.0463666814446808
"walking_upstairs" "2" "tBodyAcc-std()-X" -0.304376406458333
"laying" "3" "tBodyAcc-std()-X" -0.982776639193548
"sitting" "3" "tBodyAcc-std()-X" -0.971010120961538
"standing" "3" "tBodyAcc-std()-X" -0.96674254295082
"walking" "3" "tBodyAcc-std()-X" -0.360356726034483
"walking_downstairs" "3" "tBodyAcc-std()-X" -0.0574100475102041
"walking_upstairs" "3" "tBodyAcc-std()-X" -0.313123437627119
"laying" "4" "tBodyAcc-std()-X" -0.954193738888889
"sitting" "4" "tBodyAcc-std()-X" -0.980309931
"standing" "4" "tBodyAcc-std()-X" -0.97692058
"walking" "4" "tBodyAcc-std()-X" -0.440829971333333
"walking_downstairs" "4" "tBodyAcc-std()-X" 0.0111935496222222
"walking_upstairs" "4" "tBodyAcc-std()-X" -0.204933042903846
"laying" "5" "tBodyAcc-std()-X" -0.965934509615385
"sitting" "5" "tBodyAcc-std()-X" -0.980945022045455
"standing" "5" "tBodyAcc-std()-X" -0.968591815714286
"walking" "5" "tBodyAcc-std()-X" -0.294098534232143
"walking_downstairs" "5" "tBodyAcc-std()-X" 0.275046110468085
"walking_upstairs" "5" "tBodyAcc-std()-X" -0.0457237779851064
"laying" "6" "tBodyAcc-std()-X" -0.934049422052632
"sitting" "6" "tBodyAcc-std()-X" -0.980164933636364
"standing" "6" "tBodyAcc-std()-X" -0.981758159649123
"walking" "6" "tBodyAcc-std()-X" -0.296538717368421
"walking_downstairs" "6" "tBodyAcc-std()-X" 0.383681639791667
"walking_upstairs" "6" "tBodyAcc-std()-X" -0.0501350188513725
"laying" "7" "tBodyAcc-std()-X" -0.93651361
"sitting" "7" "tBodyAcc-std()-X" -0.972668374583333
"standing" "7" "tBodyAcc-std()-X" -0.979307570377358
"walking" "7" "tBodyAcc-std()-X" -0.327243240701754
"walking_downstairs" "7" "tBodyAcc-std()-X" 0.0660815600978723
"walking_upstairs" "7" "tBodyAcc-std()-X" -0.29487297445098
"laying" "8" "tBodyAcc-std()-X" -0.94304121537037
"sitting" "8" "tBodyAcc-std()-X" -0.979026152391304
"standing" "8" "tBodyAcc-std()-X" -0.988815418148148
"walking" "8" "tBodyAcc-std()-X" -0.173605736002083
"walking_downstairs" "8" "tBodyAcc-std()-X" 0.0241393473736842
"walking_upstairs" "8" "tBodyAcc-std()-X" -0.171712174634146
"laying" "9" "tBodyAcc-std()-X" -0.94233309
"sitting" "9" "tBodyAcc-std()-X" -0.9572277914
"standing" "9" "tBodyAcc-std()-X" -0.975741252444444
"walking" "9" "tBodyAcc-std()-X" -0.238353562692308
"walking_downstairs" "9" "tBodyAcc-std()-X" 0.213392270547619
"walking_upstairs" "9" "tBodyAcc-std()-X" -0.36144437755102
"laying" "10" "tBodyAcc-std()-X" -0.968283685
"sitting" "10" "tBodyAcc-std()-X" -0.982901825925926
"standing" "10" "tBodyAcc-std()-X" -0.978403481818182
"walking" "10" "tBodyAcc-std()-X" -0.178709734396226
"walking_downstairs" "10" "tBodyAcc-std()-X" 0.295733547631579
"walking_upstairs" "10" "tBodyAcc-std()-X" -0.161591924234043
"laying" "11" "tBodyAcc-std()-X" -0.98477733
"sitting" "11" "tBodyAcc-std()-X" -0.982796562075472
"standing" "11" "tBodyAcc-std()-X" -0.994978878723404
"walking" "11" "tBodyAcc-std()-X" -0.422842071864407
"walking_downstairs" "11" "tBodyAcc-std()-X" 0.142456557034783
"walking_upstairs" "11" "tBodyAcc-std()-X" -0.238802959018519
"laying" "12" "tBodyAcc-std()-X" -0.95531868
"sitting" "12" "tBodyAcc-std()-X" -0.982568781960784
"standing" "12" "tBodyAcc-std()-X" -0.981243992459016
"walking" "12" "tBodyAcc-std()-X" -0.128898533096
"walking_downstairs" "12" "tBodyAcc-std()-X" 0.0424084916086956
"walking_upstairs" "12" "tBodyAcc-std()-X" -0.290149192307692
"laying" "13" "tBodyAcc-std()-X" -0.968891989354839
"sitting" "13" "tBodyAcc-std()-X" -0.989546275306122
"standing" "13" "tBodyAcc-std()-X" -0.991020759298246
"walking" "13" "tBodyAcc-std()-X" -0.346980394210526
"walking_downstairs" "13" "tBodyAcc-std()-X" -0.0681563626617021
"walking_upstairs" "13" "tBodyAcc-std()-X" -0.296284597454545
"laying" "14" "tBodyAcc-std()-X" -0.917501887333333
"sitting" "14" "tBodyAcc-std()-X" -0.976302248148148
"standing" "14" "tBodyAcc-std()-X" -0.973268905
"walking" "14" "tBodyAcc-std()-X" -0.402639098135593
"walking_downstairs" "14" "tBodyAcc-std()-X" 0.0178313402266667
"walking_upstairs" "14" "tBodyAcc-std()-X" -0.309396717592593
"laying" "15" "tBodyAcc-std()-X" -0.972255551527778
"sitting" "15" "tBodyAcc-std()-X" -0.987084356101695
"standing" "15" "tBodyAcc-std()-X" -0.988949247358491
"walking" "15" "tBodyAcc-std()-X" -0.327961801111111
"walking_downstairs" "15" "tBodyAcc-std()-X" 0.406471051190476
"walking_upstairs" "15" "tBodyAcc-std()-X" -0.0260971840270833
"laying" "16" "tBodyAcc-std()-X" -0.973691429428571
"sitting" "16" "tBodyAcc-std()-X" -0.986825605362319
"standing" "16" "tBodyAcc-std()-X" -0.989076811794872
"walking" "16" "tBodyAcc-std()-X" -0.404692523921569
"walking_downstairs" "16" "tBodyAcc-std()-X" 0.207251997929787
"walking_upstairs" "16" "tBodyAcc-std()-X" -0.397083831568627
"laying" "17" "tBodyAcc-std()-X" -0.972960567323944
"sitting" "17" "tBodyAcc-std()-X" -0.9944439053125
"standing" "17" "tBodyAcc-std()-X" -0.991163919871795
"walking" "17" "tBodyAcc-std()-X" -0.31950017295082
"walking_downstairs" "17" "tBodyAcc-std()-X" 0.187719760269565
"walking_upstairs" "17" "tBodyAcc-std()-X" -0.062952754100625
"laying" "18" "tBodyAcc-std()-X" -0.984527649230769
"sitting" "18" "tBodyAcc-std()-X" -0.994347988596491
"standing" "18" "tBodyAcc-std()-X" -0.992019762739726
"walking" "18" "tBodyAcc-std()-X" -0.37600552125
"walking_downstairs" "18" "tBodyAcc-std()-X" -0.302634565090909
"walking_upstairs" "18" "tBodyAcc-std()-X" -0.380168286724138
"laying" "19" "tBodyAcc-std()-X" -0.965019579518072
"sitting" "19" "tBodyAcc-std()-X" -0.976357663013699
"standing" "19" "tBodyAcc-std()-X" -0.989910996849315
"walking" "19" "tBodyAcc-std()-X" -0.0489049407963462
"walking_downstairs" "19" "tBodyAcc-std()-X" 0.626917070512821
"walking_upstairs" "19" "tBodyAcc-std()-X" -0.1287420952375
"laying" "20" "tBodyAcc-std()-X" -0.962249114705882
"sitting" "20" "tBodyAcc-std()-X" -0.983081858939394
"standing" "20" "tBodyAcc-std()-X" -0.967209961232877
"walking" "20" "tBodyAcc-std()-X" -0.208342792019608
"walking_downstairs" "20" "tBodyAcc-std()-X" 0.0745098785288889
"walking_upstairs" "20" "tBodyAcc-std()-X" -0.116088676011765
"laying" "21" "tBodyAcc-std()-X" -0.955019866222222
"sitting" "21" "tBodyAcc-std()-X" -0.991777287176471
"standing" "21" "tBodyAcc-std()-X" -0.981419961123596
"walking" "21" "tBodyAcc-std()-X" -0.297814843538462
"walking_downstairs" "21" "tBodyAcc-std()-X" 0.224343492244444
"walking_upstairs" "21" "tBodyAcc-std()-X" -0.240808282276596
"laying" "22" "tBodyAcc-std()-X" -0.947735251944444
"sitting" "22" "tBodyAcc-std()-X" -0.978466823709677
"standing" "22" "tBodyAcc-std()-X" -0.985000527142857
"walking" "22" "tBodyAcc-std()-X" -0.00865921919565217
"walking_downstairs" "22" "tBodyAcc-std()-X" 0.348618168333333
"walking_upstairs" "22" "tBodyAcc-std()-X" 0.0835738640921429
"laying" "23" "tBodyAcc-std()-X" -0.956756363194444
"sitting" "23" "tBodyAcc-std()-X" -0.987607636617647
"standing" "23" "tBodyAcc-std()-X" -0.985421519558824
"walking" "23" "tBodyAcc-std()-X" -0.313521773389831
"walking_downstairs" "23" "tBodyAcc-std()-X" 0.0441392843425926
"walking_upstairs" "23" "tBodyAcc-std()-X" -0.243887818513725
"laying" "24" "tBodyAcc-std()-X" -0.967984021111111
"sitting" "24" "tBodyAcc-std()-X" -0.990593766617647
"standing" "24" "tBodyAcc-std()-X" -0.98725587115942
"walking" "24" "tBodyAcc-std()-X" -0.47076236637931
"walking_downstairs" "24" "tBodyAcc-std()-X" -0.08273248054
"walking_upstairs" "24" "tBodyAcc-std()-X" -0.344399351355932
"laying" "25" "tBodyAcc-std()-X" -0.909116474109589
"sitting" "25" "tBodyAcc-std()-X" -0.991892828615385
"standing" "25" "tBodyAcc-std()-X" -0.991970126756757
"walking" "25" "tBodyAcc-std()-X" -0.596007443513514
"walking_downstairs" "25" "tBodyAcc-std()-X" -0.253756934258621
"walking_upstairs" "25" "tBodyAcc-std()-X" -0.459775646153846
"laying" "26" "tBodyAcc-std()-X" -0.969445445263158
"sitting" "26" "tBodyAcc-std()-X" -0.979768987948718
"standing" "26" "tBodyAcc-std()-X" -0.993069368783784
"walking" "26" "tBodyAcc-std()-X" -0.340185527559322
"walking_downstairs" "26" "tBodyAcc-std()-X" 0.17395384962
"walking_upstairs" "26" "tBodyAcc-std()-X" -0.169006952418182
"laying" "27" "tBodyAcc-std()-X" -0.978455153108108
"sitting" "27" "tBodyAcc-std()-X" -0.988580107714286
"standing" "27" "tBodyAcc-std()-X" -0.9919515835
"walking" "27" "tBodyAcc-std()-X" -0.348475560526316
"walking_downstairs" "27" "tBodyAcc-std()-X" 0.167407531090909
"walking_upstairs" "27" "tBodyAcc-std()-X" -0.295439547254902
"laying" "28" "tBodyAcc-std()-X" -0.9688882955
"sitting" "28" "tBodyAcc-std()-X" -0.983272806805556
"standing" "28" "tBodyAcc-std()-X" -0.977748638607595
"walking" "28" "tBodyAcc-std()-X" -0.293003522222222
"walking_downstairs" "28" "tBodyAcc-std()-X" 0.125712887943478
"walking_upstairs" "28" "tBodyAcc-std()-X" -0.242062430294118
"laying" "29" "tBodyAcc-std()-X" -0.984219555507246
"sitting" "29" "tBodyAcc-std()-X" -0.9907450195
"standing" "29" "tBodyAcc-std()-X" -0.996068635384615
"walking" "29" "tBodyAcc-std()-X" -0.174337940226415
"walking_downstairs" "29" "tBodyAcc-std()-X" 0.167383602458333
"walking_upstairs" "29" "tBodyAcc-std()-X" -0.0867715569693878
"laying" "30" "tBodyAcc-std()-X" -0.976362515428571
"sitting" "30" "tBodyAcc-std()-X" -0.983622744193548
"standing" "30" "tBodyAcc-std()-X" -0.977559426949153
"walking" "30" "tBodyAcc-std()-X" -0.346394275230769
"walking_downstairs" "30" "tBodyAcc-std()-X" -0.0577703163548387
"walking_upstairs" "30" "tBodyAcc-std()-X" -0.350504475230769
"laying" "1" "tBodyAcc-std()-Y" -0.83682740562
"sitting" "1" "tBodyAcc-std()-Y" -0.922618641914894
"standing" "1" "tBodyAcc-std()-Y" -0.973190056415094
"walking" "1" "tBodyAcc-std()-Y" 0.114461336747368
"walking_downstairs" "1" "tBodyAcc-std()-Y" -0.0319359434489796
"walking_upstairs" "1" "tBodyAcc-std()-Y" -0.00232026501698113
"laying" "2" "tBodyAcc-std()-Y" -0.98027739875
"sitting" "2" "tBodyAcc-std()-Y" -0.950704499130435
"standing" "2" "tBodyAcc-std()-Y" -0.957304989259259
"walking" "2" "tBodyAcc-std()-Y" -0.0780912533118644
"walking_downstairs" "2" "tBodyAcc-std()-Y" 0.262881788951064
"walking_upstairs" "2" "tBodyAcc-std()-Y" 0.108027279889583
"laying" "3" "tBodyAcc-std()-Y" -0.962057544516129
"sitting" "3" "tBodyAcc-std()-Y" -0.856617812115385
"standing" "3" "tBodyAcc-std()-Y" -0.893449307213115
"walking" "3" "tBodyAcc-std()-Y" -0.0699140652103448
"walking_downstairs" "3" "tBodyAcc-std()-Y" -0.0331503723387755
"walking_upstairs" "3" "tBodyAcc-std()-Y" 0.0116280813372881
"laying" "4" "tBodyAcc-std()-Y" -0.941714042407407
"sitting" "4" "tBodyAcc-std()-Y" -0.89022398108
"standing" "4" "tBodyAcc-std()-Y" -0.86159737875
"walking" "4" "tBodyAcc-std()-Y" -0.0788267367683333
"walking_downstairs" "4" "tBodyAcc-std()-Y" -0.21859832499
"walking_upstairs" "4" "tBodyAcc-std()-Y" -0.0666899105180769
"laying" "5" "tBodyAcc-std()-Y" -0.969295613269231
"sitting" "5" "tBodyAcc-std()-Y" -0.904335121022727
"standing" "5" "tBodyAcc-std()-Y" -0.869439913392857
"walking" "5" "tBodyAcc-std()-Y" 0.0767484028053571
"walking_downstairs" "5" "tBodyAcc-std()-Y" 0.0907630761042553
"walking_upstairs" "5" "tBodyAcc-std()-Y" 0.185022459476596
"laying" "6" "tBodyAcc-std()-Y" -0.924644826385965
"sitting" "6" "tBodyAcc-std()-Y" -0.923682131090909
"standing" "6" "tBodyAcc-std()-Y" -0.921493191754386
"walking" "6" "tBodyAcc-std()-Y" 0.164213884996491
"walking_downstairs" "6" "tBodyAcc-std()-Y" 0.360164958768542
"walking_upstairs" "6" "tBodyAcc-std()-Y" 0.189276117327451
"laying" "7" "tBodyAcc-std()-Y" -0.926262668653846
"sitting" "7" "tBodyAcc-std()-Y" -0.909454698541667
"standing" "7" "tBodyAcc-std()-Y" -0.923400921886792
"walking" "7" "tBodyAcc-std()-Y" -0.0772618561052631
"walking_downstairs" "7" "tBodyAcc-std()-Y" -0.138179072734043
"walking_upstairs" "7" "tBodyAcc-std()-Y" -0.32616002254902
"laying" "8" "tBodyAcc-std()-Y" -0.93489116
"sitting" "8" "tBodyAcc-std()-Y" -0.927331997021739
"standing" "8" "tBodyAcc-std()-Y" -0.938479429074074
"walking" "8" "tBodyAcc-std()-Y" 0.380782052708333
"walking_downstairs" "8" "tBodyAcc-std()-Y" 0.343826273105263
"walking_upstairs" "8" "tBodyAcc-std()-Y" 0.348768733170732
"laying" "9" "tBodyAcc-std()-Y" -0.9162927764
"sitting" "9" "tBodyAcc-std()-Y" -0.875141405
"standing" "9" "tBodyAcc-std()-Y" -0.938635759333333
"walking" "9" "tBodyAcc-std()-Y" -0.201696960826923
"walking_downstairs" "9" "tBodyAcc-std()-Y" -0.208310705504762
"walking_upstairs" "9" "tBodyAcc-std()-Y" -0.302206203816327
"laying" "10" "tBodyAcc-std()-Y" -0.946454302068966
"sitting" "10" "tBodyAcc-std()-Y" -0.917979529962963
"standing" "10" "tBodyAcc-std()-Y" -0.919561843409091
"walking" "10" "tBodyAcc-std()-Y" -0.0227431651698113
"walking_downstairs" "10" "tBodyAcc-std()-Y" 0.00407915363157895
"walking_upstairs" "10" "tBodyAcc-std()-Y" -0.00555287692765957
"laying" "11" "tBodyAcc-std()-Y" -0.972196873859649
"sitting" "11" "tBodyAcc-std()-Y" -0.921402118113208
"standing" "11" "tBodyAcc-std()-Y" -0.964173331702128
"walking" "11" "tBodyAcc-std()-Y" -0.0522120750440678
"walking_downstairs" "11" "tBodyAcc-std()-Y" 0.0708122725543478
"walking_upstairs" "11" "tBodyAcc-std()-Y" -0.103167501868519
"laying" "12" "tBodyAcc-std()-Y" -0.949072009333333
"sitting" "12" "tBodyAcc-std()-Y" -0.92858124
"standing" "12" "tBodyAcc-std()-Y" -0.923140254098361
"walking" "12" "tBodyAcc-std()-Y" -0.122783290008
"walking_downstairs" "12" "tBodyAcc-std()-Y" 0.11083534373913
"walking_upstairs" "12" "tBodyAcc-std()-Y" -0.103818259823077
"laying" "13" "tBodyAcc-std()-Y" -0.950947949516129
"sitting" "13" "tBodyAcc-std()-Y" -0.938967741632653
"standing" "13" "tBodyAcc-std()-Y" -0.949422439473684
"walking" "13" "tBodyAcc-std()-Y" 0.141866689392982
"walking_downstairs" "13" "tBodyAcc-std()-Y" -0.03212524665
"walking_upstairs" "13" "tBodyAcc-std()-Y" 0.104470773801818
"laying" "14" "tBodyAcc-std()-Y" -0.909697040980392
"sitting" "14" "tBodyAcc-std()-Y" -0.914935703907407
"standing" "14" "tBodyAcc-std()-Y" -0.928525725333333
